,embedding,name
370,"[4.6583914e-04 7.3718227e-05 9.3390445e-06 ... 7.5353944e-07 1.0705749e-07
 6.3146655e-07]",embedding_isic_subset37
371,"[2.3400824e-04 3.3329098e-04 2.0629205e-04 ... 6.2844401e-07 1.3542945e-06
 8.0525001e-07]",embedding_pcam-small_subset49
372,"[3.7355078e-04 7.7859615e-05 7.6219108e-06 ... 9.3688890e-08 2.3763656e-07
 1.1025919e-06]",embedding_isic_subset73
373,"[2.9426525e-05 1.2017466e-05 4.3973164e-06 ... 1.4901545e-08 1.4200989e-08
 3.6811851e-08]",embedding_stl10_subset38
374,"[1.5588849e-06 2.9985691e-07 3.1597139e-07 ... 2.4851945e-09 2.5405011e-09
 7.4837283e-09]",embedding_kimia_subset5
375,"[3.1382522e-05 1.7737166e-05 1.5454889e-06 ... 5.7061097e-08 4.1434589e-08
 5.0212869e-09]",embedding_sti10_subset69
376,"[2.8403493e-04 3.7554564e-04 2.2362069e-04 ... 3.9731640e-06 1.9915113e-07
 7.5036013e-08]",embedding_pcam-middle_subset34
377,"[6.0804609e-06 9.8051905e-06 1.7088605e-06 ... 2.4191622e-09 5.8485150e-09
 2.5325912e-08]",embedding_textures_subset94
378,"[1.0688129e-05 3.6239192e-06 3.8885349e-07 ... 7.9367082e-09 3.2879637e-08
 2.4479119e-09]",embedding_isic_subset18
379,"[1.2875571e-04 1.6291367e-04 1.2885647e-04 ... 5.1524432e-07 2.9301268e-09
 9.6527208e-07]",embedding_pcam-small_subset22
380,"[2.4288289e-05 1.1570869e-05 6.7585569e-07 ... 2.7621953e-08 2.9305461e-08
 1.1201927e-08]",embedding_stl10_subset53
381,"[4.3957093e-06 6.9438811e-06 7.8761531e-07 ... 2.8340231e-08 3.3408508e-08
 1.0577637e-08]",embedding_textures_subset73
382,"[1.6545713e-03 2.9081232e-03 1.5228700e-04 ... 6.3558481e-08 8.7525279e-08
 5.1744864e-06]",embedding_chest_subset69
383,"[1.2291721e-06 2.1859931e-07 1.1896995e-07 ... 2.0683055e-09 6.2892740e-09
 1.3196376e-09]",embedding_kimia_subset44
384,"[1.7932573e-04 4.8125654e-05 2.1616877e-06 ... 7.6461166e-09 1.4227494e-07
 3.7557683e-08]",embedding_isic_subset94
385,"[3.0653559e-06 6.1863821e-06 6.9871732e-07 ... 3.2150802e-09 3.9346997e-09
 1.3794865e-08]",embedding_textures_subset18
386,"[2.0073992e-05 1.6336291e-05 6.9694983e-07 ... 1.2572199e-08 1.9027320e-08
 3.9964519e-08]",embedding_stl10_subset59
387,"[1.1955571e-03 1.9978913e-03 2.0551514e-04 ... 3.1209763e-07 1.8928148e-07
 5.3100016e-06]",embedding_chest_subset84
388,"[2.1799083e-04 2.8854862e-04 1.5808974e-04 ... 7.1215169e-07 2.0942949e-07
 3.4986832e-07]",embedding_pcam-small_subset28
389,"[2.6231661e-04 4.5577421e-05 3.0495196e-06 ... 6.8708935e-08 1.2049006e-07
 9.6899392e-08]",embedding_isic_subset12
390,"[3.5043462e-04 4.0943423e-04 2.0890757e-04 ... 1.0895373e-09 1.7671694e-06
 2.2028526e-06]",embedding_pcam-middle_subset55
391,"[3.0505769e-05 1.9541669e-05 1.6328253e-06 ... 1.8231200e-08 1.2488201e-08
 5.4165877e-08]",embedding_sti10_subset63
392,"[9.87817748e-06 6.76740819e-06 5.91644152e-07 ... 1.87324627e-08
 1.01162705e-08 1.50657318e-08]",embedding_stl10_subset32
393,"[7.0070097e-04 1.9934321e-04 8.4817048e-06 ... 6.4249821e-07 2.9893249e-06
 3.5797663e-07]",embedding_isic_subset79
394,"[2.0399535e-04 2.3881787e-04 9.4066432e-05 ... 1.3375599e-07 6.1198193e-08
 4.1030543e-08]",embedding_pcam-small_subset43
395,"[3.7880675e-06 4.6405912e-06 6.2937335e-07 ... 3.9227577e-09 7.4360162e-09
 1.8822355e-08]",embedding_textures_subset12
396,"[4.0862589e-05 1.8762101e-05 2.0946454e-06 ... 7.3878130e-09 5.7256539e-08
 1.1562032e-07]",embedding_sti10_subset84
397,"[3.0377728e-06 5.8450314e-07 3.8925505e-06 ... 2.7036340e-09 1.4219866e-09
 7.8802707e-09]",embedding_kimia_subset25
398,"[1.2605751e-03 1.9015511e-03 1.0939348e-04 ... 2.3720627e-06 4.2891813e-07
 2.2263728e-06]",embedding_chest_subset63
399,"[1.9635856e-06 3.8809499e-06 1.1325819e-06 ... 5.6154823e-09 1.2501620e-08
 9.4690611e-09]",embedding_textures_subset79
400,"[3.1391150e-04 4.6135866e-04 2.1342174e-04 ... 1.3649522e-07 6.7560500e-06
 4.1930338e-07]",embedding_pcam-middle_subset61
401,"[8.6779700e-04 1.5413891e-04 5.7022353e-06 ... 1.6491779e-07 2.1175556e-07
 5.5660063e-08]",embedding_isic_subset26
402,"[1.7098842e-04 2.8558311e-04 1.1509327e-04 ... 5.6650148e-08 7.1484351e-08
 1.9711932e-07]",embedding_pcam-small_subset77
403,"[4.4460710e-05 2.3145540e-05 2.4732217e-06 ... 7.9932200e-08 8.6762249e-08
 9.3524861e-08]",embedding_sti10_subset1
404,"[2.0976926e-05 1.6522956e-05 1.9433519e-06 ... 3.5859863e-08 7.7271309e-08
 7.3592140e-08]",embedding_sti10_subset57
405,"[2.50966666e-04 2.01172137e-04 1.05018997e-04 ... 3.79641534e-07
 1.03080735e-08 4.07018490e-08]",embedding_pcam-small_subset90
406,"[3.3559584e-06 5.9176421e-07 4.4108892e-06 ... 8.0998932e-09 5.4680429e-09
 1.1558994e-08]",embedding_kimia_subset11
407,"[1.5319690e-04 1.9070861e-04 8.2593389e-05 ... 2.8009859e-07 2.9791266e-08
 8.1780686e-11]",embedding_pcam-small_subset0
408,"[6.1443079e-06 6.1964352e-06 1.9299982e-06 ... 3.8507377e-08 5.8234381e-08
 2.3574890e-08]",embedding_textures_subset26
409,"[2.2539019e-03 1.3084352e-03 6.0956456e-05 ... 2.1484934e-06 6.3779462e-09
 6.8308009e-07]",embedding_chest_subset6
410,"[3.3943882e-04 3.8896542e-04 2.1613168e-04 ... 1.2301916e-07 3.7027539e-07
 2.0350928e-08]",embedding_pcam-middle_subset86
411,"[9.8691473e-04 1.6642079e-03 1.2351856e-04 ... 6.6172498e-07 1.1724416e-06
 8.1893361e-08]",embedding_chest_subset57
412,"[6.1154721e-04 7.5071825e-05 6.1806631e-06 ... 1.5393269e-07 1.6268581e-07
 1.0646628e-07]",embedding_isic_subset5
413,"[2.1898340e-06 3.5926730e-06 1.3618900e-06 ... 1.8402064e-08 2.4445788e-09
 9.6103818e-09]",embedding_textures_subset5
414,"[2.1186800e-04 4.6063506e-05 4.6122946e-06 ... 8.1605651e-07 3.7186485e-08
 4.9171273e-08]",embedding_isic_subset47
415,"[2.8398712e-05 1.2536716e-05 1.3984649e-06 ... 3.3804515e-08 2.0067253e-08
 2.1905068e-08]",embedding_stl10_subset67
416,"[3.7376112e-06 6.1172005e-07 1.8040349e-07 ... 8.8552632e-09 1.0713468e-08
 5.1575286e-09]",embedding_kimia_subset97
417,"[2.9704734e-04 3.0924290e-04 2.0051883e-04 ... 2.3646205e-09 2.7189333e-08
 3.1595661e-07]",embedding_pcam-small_subset16
418,"[2.1937944e-05 2.4074821e-05 1.4713399e-06 ... 3.4053933e-08 1.3781502e-08
 4.8532549e-08]",embedding_sti10_subset36
419,"[1.9453310e-05 6.0478210e-06 9.9805436e-07 ... 3.9357211e-08 2.6082697e-08
 2.7739416e-08]",embedding_stl10_subset80
420,"[3.2413502e-06 1.2845215e-06 2.1445594e-07 ... 2.7653431e-09 5.4226228e-09
 1.3266351e-08]",embedding_kimia_subset70
421,"[5.4883312e-06 7.6811975e-06 1.0836752e-06 ... 1.5727718e-08 1.6842764e-08
 1.4818210e-08]",embedding_textures_subset47
422,"[1.7303765e-04 5.9539848e-04 2.8218246e-05 ... 1.7108412e-07 8.1445243e-08
 9.8863745e-07]",embedding_chest_subset36
423,"[1.3816608e-03 1.9068584e-03 7.5754768e-05 ... 8.4765486e-07 9.4078331e-07
 4.3951184e-07]",embedding_chest_subset72
424,"[2.9365087e-06 4.2263605e-06 3.7964446e-07 ... 3.9002903e-09 3.8979211e-09
 1.1193092e-08]",embedding_textures_subset68
425,"[2.8588343e-05 2.3160301e-05 2.0375619e-06 ... 3.1212647e-08 7.1916716e-08
 7.6467444e-08]",embedding_sti10_subset95
426,"[1.0380484e-06 1.8777041e-07 4.7076199e-07 ... 1.1275413e-09 2.5312417e-09
 1.9584894e-09]",embedding_kimia_subset34
427,"[1.1053430e-03 1.4396049e-03 7.0172675e-05 ... 2.1218752e-06 3.4080458e-08
 1.7037235e-09]",embedding_chest_subset19
428,"[2.3832576e-05 2.3013459e-05 1.8602889e-06 ... 6.1113958e-08 1.0184911e-07
 6.9460903e-08]",embedding_sti10_subset72
429,"[1.1400415e-04 1.9776869e-04 1.0112174e-04 ... 1.9958686e-07 2.5433093e-09
 5.0079865e-07]",embedding_pcam-small_subset52
430,"[4.5682347e-04 6.5497181e-05 7.4581667e-06 ... 1.4459002e-07 1.2516297e-07
 1.0964014e-06]",embedding_isic_subset68
431,"[2.3046894e-05 1.1253087e-05 6.7790205e-07 ... 2.0893202e-08 5.2640736e-09
 1.3004428e-08]",embedding_stl10_subset23
432,"[2.5566819e-04 2.3010540e-04 1.0420561e-04 ... 4.1581885e-07 5.1327197e-07
 8.1293678e-08]",embedding_pcam-small_subset39
433,"[2.0032679e-05 7.4970771e-06 6.9556324e-07 ... 2.8812392e-08 2.3093872e-08
 8.8251380e-09]",embedding_stl10_subset48
434,"[1.1103909e-03 1.3438467e-03 8.1898244e-05 ... 2.7672927e-06 1.5547134e-06
 1.1925410e-06]",embedding_chest_subset95
435,"[2.6456712e-04 3.3537476e-04 1.7403385e-04 ... 3.9373013e-08 1.3203964e-08
 9.6990888e-08]",embedding_pcam-middle_subset44
436,"[2.3851004e-05 2.1268488e-05 2.6763200e-06 ... 1.3025429e-07 9.2936105e-08
 6.6434261e-08]",embedding_sti10_subset19
437,"[8.7733829e-04 1.6043943e-03 1.6768429e-04 ... 1.9710681e-07 4.9367391e-06
 1.3678338e-07]",embedding_chest_subset13
438,"[1.11716334e-04 6.51364826e-05 2.97066254e-06 ... 1.06035998e-06
 1.10442580e-08 1.13547545e-08]",embedding_isic_subset85
439,"[2.8337192e-06 9.0545664e-06 9.6439567e-07 ... 2.9725452e-08 1.8145249e-08
 1.2185198e-08]",embedding_textures_subset62
440,"[1.1860814e-03 1.3570400e-03 4.5760476e-05 ... 1.6819083e-06 4.0944903e-07
 8.6347978e-07]",embedding_chest_subset78
441,"[3.0126139e-06 8.8292398e-07 4.6793159e-07 ... 1.1620839e-08 1.7790821e-09
 1.0088878e-08]",embedding_kimia_subset55
442,"[7.10046925e-06 5.58402462e-06 1.11655061e-06 ... 1.26089725e-08
 9.93479699e-09 1.50141446e-08]",embedding_textures_subset85
443,"[1.7298440e-05 1.0830932e-05 1.3745429e-06 ... 3.8608277e-08 3.6799502e-08
 6.3431564e-08]",embedding_sti10_subset13
444,"[1.8757934e-05 7.3788642e-06 1.2095845e-06 ... 1.6839868e-08 4.4099115e-09
 1.7610363e-09]",embedding_stl10_subset42
445,"[1.6566900e-04 3.1288626e-04 1.6832550e-04 ... 1.8836506e-07 5.5493746e-07
 2.4749781e-07]",embedding_pcam-small_subset33
446,"[1.1888838e-05 5.3668446e-06 4.8782704e-07 ... 3.8903969e-09 3.0318124e-09
 9.9499431e-09]",embedding_stl10_subset29
447,"[6.2230090e-04 1.4652990e-04 1.3718958e-05 ... 5.9951066e-07 5.7624919e-07
 4.2934741e-07]",embedding_isic_subset62
448,"[2.5333458e-04 2.3605634e-04 1.4023142e-04 ... 1.8834046e-06 3.9152349e-07
 1.1430096e-07]",embedding_pcam-small_subset58
449,"[2.7953123e-04 4.4693888e-04 2.0500796e-04 ... 1.2345599e-06 1.2765062e-07
 3.0977478e-08]",embedding_pcam-middle_subset25
450,"[1.40478669e-05 1.29094151e-05 1.67509211e-06 ... 1.46566110e-08
 1.05698966e-07 4.17776000e-08]",embedding_sti10_subset78
451,"[7.6133465e-06 8.6768323e-06 1.6493094e-06 ... 6.5230767e-09 1.1519549e-08
 9.0868442e-09]",embedding_textures_subset66
452,"[3.22593701e-06 1.18361118e-06 1.11765615e-07 ... 1.82093285e-09
 2.06235740e-09 3.42176576e-09]",embedding_kimia_subset51
453,"[9.0395717e-04 1.6703449e-04 1.1968650e-05 ... 1.5466227e-07 3.6843483e-07
 1.0199194e-06]",embedding_isic_subset81
454,"[2.1220988e-03 1.3010553e-03 1.2678077e-04 ... 7.9269489e-07 1.5752378e-06
 6.6041002e-07]",embedding_chest_subset17
455,"[2.80671084e-04 1.04087318e-04 5.87589147e-06 ... 1.34933970e-07
 2.66211913e-07 1.14362734e-07]",embedding_isic_subset66
456,"[3.3199595e-04 4.5050887e-04 2.1225034e-04 ... 1.5946512e-09 1.9829226e-06
 1.4684588e-08]",embedding_pcam-middle_subset21
457,"[4.1087966e-05 2.9673940e-05 1.9516860e-06 ... 2.7531486e-08 2.9401999e-08
 8.1153402e-08]",embedding_sti10_subset17
458,"[2.45866477e-06 1.02437298e-05 9.16293345e-07 ... 1.65560454e-08
 1.15453815e-08 3.67981379e-08]",embedding_textures_subset81
459,"[9.6790216e-05 1.7164064e-04 7.3172036e-05 ... 1.0440846e-06 5.8715983e-07
 4.2141116e-07]",embedding_pcam-small_subset37
460,"[2.8713124e-05 1.0992852e-05 7.8747104e-07 ... 2.3381659e-08 1.4664846e-08
 1.7876541e-08]",embedding_stl10_subset46
461,"[2.32599650e-05 2.19279555e-05 1.95676535e-06 ... 2.89364159e-08
 2.19263629e-08 1.09745635e-07]",embedding_sti10_subset91
462,"[2.2856818e-06 1.1103448e-06 1.1276192e-06 ... 1.1744536e-08 1.5604416e-08
 2.4118207e-09]",embedding_kimia_subset30
463,"[6.5878418e-04 1.4776349e-03 6.2987427e-05 ... 1.0914927e-06 1.4885347e-08
 2.1612017e-07]",embedding_chest_subset76
464,"[1.03618996e-03 1.54135365e-03 1.00674915e-04 ... 1.74933660e-07
 9.34698363e-08 1.97714644e-06]",embedding_chest_subset91
465,"[2.6549617e-04 3.1265884e-04 1.7666689e-04 ... 2.0085895e-06 2.3961377e-06
 4.6957260e-10]",embedding_pcam-middle_subset40
466,"[1.9336590e-05 1.6126280e-05 1.4697185e-06 ... 5.9788150e-08 4.4958945e-08
 3.7353885e-08]",embedding_sti10_subset76
467,"[1.8769762e-05 9.1354441e-06 8.0861338e-07 ... 1.1616349e-08 3.3507142e-08
 3.3114809e-08]",embedding_stl10_subset27
468,"[1.9775450e-04 2.4585493e-04 1.4601728e-04 ... 3.8826965e-07 3.7854466e-09
 3.6460722e-08]",embedding_pcam-small_subset56
469,"[8.6968741e-04 2.6705395e-04 1.4334767e-05 ... 1.2857524e-07 1.2285977e-06
 2.5865450e-07]",embedding_isic_subset28
470,"[1.3755746e-04 1.6876856e-04 7.9409387e-05 ... 1.1993070e-06 1.8044939e-06
 5.7544158e-10]",embedding_pcam-small_subset12
471,"[1.8990997e-05 6.5575173e-06 8.5218807e-07 ... 1.1517129e-08 3.8165768e-09
 1.8478072e-08]",embedding_stl10_subset63
472,"[3.0358060e-06 1.4080059e-06 4.2578785e-07 ... 4.7206035e-09 3.0968463e-09
 2.5028555e-09]",embedding_kimia_subset93
473,"[2.5177333e-05 1.4161213e-05 1.3084498e-06 ... 2.2066084e-08 1.4902215e-08
 2.3460153e-08]",embedding_sti10_subset32
474,"[4.1772721e-05 1.7894761e-05 2.4974727e-06 ... 2.4021873e-09 7.1361846e-08
 5.3638058e-08]",embedding_sti10_subset59
475,"[5.6792272e-04 3.5613870e-05 1.3317840e-05 ... 9.1957128e-07 8.1653653e-08
 9.1071456e-07]",embedding_isic_subset1
476,"[1.6158406e-04 2.1421611e-04 9.7998491e-05 ... 1.2693330e-07 3.9512356e-06
 6.7116543e-09]",embedding_pcam-small_subset79
477,"[5.1143818e-04 7.3899115e-05 2.8294767e-06 ... 3.0853246e-07 2.2622513e-07
 3.5884264e-07]",embedding_isic_subset43
478,"[2.99715362e-06 6.83480130e-06 1.02185811e-06 ... 1.07604565e-08
 4.65783900e-09 1.45319490e-08]",embedding_textures_subset1
479,"[3.0470194e-06 8.4290650e-06 9.7277302e-07 ... 1.2103983e-08 1.8819650e-08
 3.5982561e-09]",embedding_textures_subset28
480,"[1.4547777e-03 1.4263894e-03 6.8444089e-05 ... 8.3028311e-07 6.9163650e-07
 3.5085222e-07]",embedding_chest_subset32
481,"[8.7039184e-04 1.6556311e-03 1.7923015e-04 ... 9.6920694e-09 7.3999939e-07
 2.0832329e-09]",embedding_chest_subset59
482,"[1.0942122e-05 4.2978913e-06 3.3883788e-07 ... 2.3577311e-08 1.0721289e-08
 5.5750114e-08]",embedding_stl10_subset84
483,"[3.5392181e-06 2.0151947e-06 3.4593072e-07 ... 2.4840083e-09 9.3893412e-08
 1.2488437e-09]",embedding_kimia_subset74
484,"[2.8736057e-04 3.5839010e-04 1.7939546e-04 ... 2.2861564e-06 3.0842202e-07
 2.3450880e-08]",embedding_pcam-middle_subset88
485,"[9.1657875e-04 1.4608480e-03 7.9888952e-05 ... 2.4530522e-07 4.0426116e-07
 3.5629506e-11]",embedding_chest_subset8
486,"[5.1121697e-06 3.3514982e-06 7.1151351e-07 ... 9.7652810e-09 4.1954551e-09
 3.9947858e-09]",embedding_textures_subset43
487,"[2.4721073e-04 2.3416787e-05 2.1709336e-06 ... 1.9877196e-07 4.7166984e-07
 3.5098292e-08]",embedding_isic_subset49
488,"[1.5764247e-04 2.6962804e-04 1.1332845e-04 ... 1.1063835e-06 2.9494092e-09
 9.1135320e-08]",embedding_pcam-small_subset73
489,"[3.0453886e-05 1.4919002e-05 2.5126351e-06 ... 3.0923974e-08 5.1559962e-08
 3.9650558e-08]",embedding_sti10_subset5
490,"[4.9125956e-05 3.9836108e-05 2.4221970e-06 ... 1.7848919e-08 7.0618000e-08
 6.5228576e-08]",embedding_sti10_subset53
491,"[2.76155006e-05 1.10593664e-05 1.02296883e-06 ... 1.22148158e-08
 9.59127746e-08 1.04504835e-07]",embedding_sti10_subset38
492,"[2.6166215e-04 3.0695263e-04 1.7411812e-04 ... 1.0853417e-09 1.6277440e-06
 2.4878651e-07]",embedding_pcam-middle_subset65
493,"[4.3700484e-06 1.0298455e-06 1.7085777e-07 ... 2.2675604e-09 8.9105825e-09
 3.1893972e-08]",embedding_kimia_subset99
494,"[1.98106973e-05 6.24698441e-06 5.72359966e-07 ... 9.33617716e-09
 6.32308854e-08 1.04081845e-08]",embedding_stl10_subset69
495,"[1.6120754e-04 1.9547014e-04 1.0938689e-04 ... 1.5217315e-06 3.7669864e-07
 4.1596437e-07]",embedding_pcam-small_subset18
496,"[5.4971057e-05 2.1764394e-05 1.1710384e-06 ... 2.9731598e-07 1.2786708e-07
 1.4593674e-08]",embedding_isic_subset22
497,"[4.29589636e-06 6.57016926e-06 5.82812675e-07 ... 1.01029745e-08
 1.04750040e-08 2.65418301e-08]",embedding_textures_subset49
498,"[8.7950827e-04 1.9234930e-03 7.0371760e-05 ... 5.6982387e-08 6.8331857e-10
 3.8164259e-07]",embedding_chest_subset2
499,"[3.0842595e-04 3.8783750e-04 1.8669988e-04 ... 2.1400867e-06 3.0399427e-08
 6.6695446e-07]",embedding_pcam-middle_subset82
500,"[7.2097278e-04 1.0270813e-03 4.5660483e-05 ... 7.3754811e-09 1.5078616e-09
 6.7679110e-07]",embedding_chest_subset53
501,"[2.15337582e-06 3.91315751e-07 2.49251656e-07 ... 1.31778295e-08
 1.55196600e-09 1.34069342e-08]",embedding_kimia_subset15
502,"[1.4927965e-03 2.8504673e-03 1.6358151e-04 ... 2.1135398e-09 6.1629783e-07
 1.1271803e-06]",embedding_chest_subset38
503,"[1.0351269e-04 1.3559022e-04 5.9697668e-05 ... 3.6064299e-07 2.1848710e-07
 2.1673945e-07]",embedding_pcam-small_subset94
504,"[2.3158714e-06 5.4664615e-06 3.1581767e-06 ... 6.3318666e-09 1.0676399e-08
 2.8458631e-08]",embedding_textures_subset22
505,"[1.4948779e-04 2.7420974e-04 9.3542585e-05 ... 5.8346728e-08 1.4471065e-06
 1.5577156e-06]",embedding_pcam-small_subset4
506,"[4.2820011e-06 3.3559056e-06 4.5681728e-07 ... 4.5691002e-09 6.2577112e-09
 4.2290753e-09]",embedding_textures_subset76
507,"[1.08421928e-05 5.68247469e-06 1.40313148e-06 ... 1.25323822e-08
 1.43957823e-08 1.05138485e-08]",embedding_kimia_subset41
508,"[3.42545594e-04 1.46828956e-04 1.02471595e-05 ... 8.28315123e-08
 4.64643165e-07 2.18364789e-07]",embedding_isic_subset91
509,"[4.3403043e-04 7.9325000e-05 6.3321399e-06 ... 1.4436982e-06 3.5198505e-07
 2.8889861e-08]",embedding_isic_subset76
510,"[1.5292112e-06 3.0968860e-07 1.5271269e-06 ... 6.5843313e-09 4.3208850e-09
 9.2178327e-09]",embedding_kimia_subset0
511,"[2.9287668e-04 3.5883335e-04 1.8842642e-04 ... 5.2143724e-07 5.6758535e-07
 2.4377576e-07]",embedding_pcam-middle_subset31
512,"[2.2154363e-06 3.7579182e-06 5.2636551e-07 ... 7.1796715e-09 5.9013527e-09
 1.3283861e-08]",embedding_textures_subset91
513,"[1.7176193e-04 2.8816072e-04 1.6328901e-04 ... 4.7867610e-07 1.4700603e-06
 6.5782610e-09]",embedding_pcam-small_subset27
514,"[2.1431524e-05 9.6769818e-06 1.0925679e-06 ... 9.9648616e-08 7.0925030e-09
 2.7384058e-08]",embedding_stl10_subset56
515,"[5.9216118e-06 4.7313474e-06 1.3562194e-06 ... 1.0667393e-08 3.4206851e-09
 9.5195780e-09]",embedding_textures_subset17
516,"[1.9793551e-05 2.9890658e-05 1.8421620e-06 ... 2.9212545e-08 6.6272982e-08
 5.0373817e-08]",embedding_sti10_subset81
517,"[1.7186138e-06 2.7095157e-07 1.4704575e-07 ... 6.9049721e-10 6.6624057e-09
 1.9662233e-08]",embedding_kimia_subset20
518,"[1.5402162e-03 9.4035675e-04 9.8423232e-05 ... 1.9046312e-06 4.5936699e-07
 1.4751653e-08]",embedding_chest_subset66
519,"[1.3346643e-03 1.5158297e-03 9.8258381e-05 ... 1.3595356e-08 5.6377383e-09
 5.6919123e-07]",embedding_chest_subset81
520,"[5.39278786e-04 1.09216846e-04 1.14234836e-05 ... 1.82437020e-07
 2.05212231e-07 5.53011319e-07]",embedding_isic_subset17
521,"[2.9364228e-04 3.6333196e-04 1.9539530e-04 ... 5.1268198e-06 2.8938647e-09
 3.4365152e-07]",embedding_pcam-middle_subset50
522,"[2.9991666e-05 2.4680543e-05 2.0050991e-06 ... 3.7535528e-08 6.0862092e-08
 6.9187642e-08]",embedding_sti10_subset66
523,"[1.0144045e-05 5.8241344e-06 7.3930096e-07 ... 2.9973755e-09 2.2049742e-08
 6.5560104e-09]",embedding_stl10_subset37
524,"[1.3655302e-04 1.7705890e-04 9.5396565e-05 ... 5.9753648e-07 3.1975011e-07
 2.8380732e-08]",embedding_pcam-small_subset46
525,"[6.2718114e-04 8.7338820e-05 1.0751438e-05 ... 1.8838422e-07 4.9714856e-07
 5.7378994e-08]",embedding_isic_subset38
526,"[1.58100340e-06 2.53132299e-07 4.91222295e-07 ... 1.00414645e-08
 6.36165298e-09 8.22784774e-09]",embedding_kimia_subset83
527,"[2.80301738e-05 1.75439291e-05 1.93939695e-06 ... 1.08504254e-08
 3.11414894e-08 5.42574412e-08]",embedding_stl10_subset73
528,"[1.9144283e-05 3.2797303e-05 1.3020563e-06 ... 1.6328727e-08 3.9781622e-08
 2.1678902e-08]",embedding_sti10_subset22
529,"[3.0539767e-04 3.4928790e-04 2.0267858e-04 ... 2.4739390e-07 2.5247352e-06
 1.7729710e-06]",embedding_pcam-middle_subset14
530,"[2.58378222e-05 7.05250059e-05 2.37838799e-06 ... 4.25394120e-08
 1.14769314e-07 2.42906442e-08]",embedding_sti10_subset49
531,"[4.6339503e-04 1.1856015e-04 1.8218194e-05 ... 4.2177472e-08 1.8257802e-07
 5.8607856e-07]",embedding_isic_subset53
532,"[1.7144789e-04 1.9116522e-04 9.9017154e-05 ... 2.7418179e-07 2.3261014e-08
 3.0498711e-07]",embedding_pcam-small_subset69
533,"[1.4444769e-05 5.6975728e-06 1.0013155e-06 ... 7.0773396e-09 5.8481380e-09
 2.6923194e-08]",embedding_stl10_subset18
534,"[2.5739955e-06 5.4485299e-06 1.2968106e-06 ... 3.7397040e-08 8.5366061e-09
 6.7499055e-09]",embedding_textures_subset38
535,"[3.1408109e-04 3.3577986e-04 1.7282479e-04 ... 5.2558971e-07 8.7066724e-07
 1.7474033e-06]",embedding_pcam-middle_subset3
536,"[7.0062251e-04 1.2305219e-03 7.1993658e-05 ... 1.1826346e-06 2.6186467e-07
 1.3879543e-06]",embedding_chest_subset22
537,"[3.7949474e-06 3.2666614e-07 4.6786377e-07 ... 1.3293001e-08 2.9922802e-09
 4.0340393e-09]",embedding_kimia_subset64
538,"[1.1021023e-05 5.8879041e-06 5.7085157e-07 ... 5.4610545e-08 3.9449408e-09
 2.4836682e-09]",embedding_stl10_subset94
539,"[6.87549415e-04 1.52695680e-03 9.54999850e-05 ... 1.16353345e-08
 5.90583056e-07 1.79190215e-06]",embedding_chest_subset49
540,"[2.6306647e-04 3.9113362e-04 1.8293335e-04 ... 3.7036438e-07 4.8863662e-06
 2.1526503e-08]",embedding_pcam-middle_subset98
541,"[3.7053208e-06 4.7878157e-06 1.1793312e-06 ... 9.2916705e-09 1.0525424e-08
 2.6087099e-08]",embedding_textures_subset53
542,"[1.5546661e-05 1.1611990e-05 8.3859686e-07 ... 1.6148860e-08 8.7787271e-09
 1.1328944e-08]",embedding_stl10_subset5
543,"[2.10117214e-05 1.02389922e-05 8.81634605e-07 ... 1.10406955e-08
 1.30578517e-08 2.12260378e-08]",embedding_stl10_subset12
544,"[2.7576464e-04 1.6116505e-04 7.3502393e-05 ... 3.8437710e-07 2.5831149e-08
 5.9161092e-08]",embedding_pcam-small_subset63
545,"[2.2067879e-04 5.7248068e-05 5.7005650e-06 ... 5.7460593e-08 1.1064234e-07
 8.1558973e-08]",embedding_isic_subset59
546,"[1.7196222e-05 1.7260551e-05 1.9395225e-06 ... 5.4475375e-08 3.6777262e-08
 9.4333174e-08]",embedding_sti10_subset43
547,"[2.8295140e-04 3.2137171e-04 1.9107110e-04 ... 1.0292854e-06 7.7671751e-07
 2.5342402e-09]",embedding_pcam-middle_subset75
548,"[1.5504231e-05 1.6423264e-05 8.8635784e-07 ... 7.2880667e-08 9.3630426e-08
 5.9041628e-08]",embedding_sti10_subset28
549,"[1.0776395e-05 6.7672750e-06 6.4283455e-07 ... 1.4317496e-08 2.0684210e-09
 6.2841798e-09]",embedding_stl10_subset79
550,"[4.8531306e-06 2.2331187e-06 1.2920327e-06 ... 9.8549876e-08 1.2619242e-08
 7.5997129e-09]",embedding_kimia_subset89
551,"[5.1894516e-04 1.0333287e-04 5.2208825e-06 ... 1.5878395e-07 2.9509001e-08
 2.4091383e-07]",embedding_isic_subset32
552,"[2.8563536e-06 4.1687440e-06 5.7505855e-07 ... 7.0797395e-09 5.2692739e-09
 7.4874986e-09]",embedding_textures_subset59
553,"[2.1907834e-04 3.2609393e-04 1.6945101e-04 ... 1.3027437e-06 1.4646741e-06
 2.5079822e-07]",embedding_pcam-middle_subset92
554,"[2.34103427e-04 1.15916645e-03 5.05330863e-05 ... 1.21968045e-08
 4.22309455e-07 3.85481144e-07]",embedding_chest_subset43
555,"[1.6504498e-03 1.6887940e-03 9.4104333e-05 ... 3.9656769e-07 5.6237813e-08
 8.5293243e-07]",embedding_chest_subset28
